question_id,corrected by,verified by,db_id,question,evidence,SQL,original_question,original_evidence,original_SQL,reason,SQL error pattern,verification (Tengjun),response,verification (Yoojin),response,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16
5284,Yuxuan,Tengjun,beer_factory,"List the brands of root beer produced by Dr Pepper Snapple Group. Among all purchases by Dr Pepper Snapple Group between 2014 and 2016, calculate the share of each branch. Represent each share in a percentage.","brand of root beer refers to BrandName; produced by Dr Pepper Snapple Group refers to BreweryName = 'Dr Pepper Snapple Group'; percentage of purchases = MULTIPLY(DIVIDE(SUM(BrandID WHERE PurchaseDate > = '2014-01-01' AND PurchaseDate < = '2016-12-31'), COUNT(BrandID) WHERE BreweryName = 'Dr Pepper Snapple Group'), 1.0); between 2014 to 2016 refers to PurchaseDate > = '2014-01-01' AND PurchaseDate < = '2016-12-31;","SELECT T1.BrandName, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM rootbeerbrand AS T1 INNER JOIN rootbeer AS T2 ON T1.BrandID = T2.BrandID  WHERE T1.BreweryName = 'Dr Pepper Snapple Group'  AND T2.PurchaseDate >= '2014-01-01'  AND T2.PurchaseDate <= '2016-12-31') FROM rootbeerbrand AS T1 INNER JOIN rootbeer AS T2  ON T1.BrandID = T2.BrandID  WHERE T1.BreweryName = 'Dr Pepper Snapple Group'  AND T2.PurchaseDate >= '2014-01-01'  AND T2.PurchaseDate <= '2016-12-31' GROUP BY T2.BrandID",List the brands of root beer produced by Dr Pepper Snapple Group and calculate their percentage of purchases between 2014 to 2016.,,"SELECT T1.BrandName , CAST(SUM(CASE WHEN T2.PurchaseDate >= '2014-01-01' AND T2.PurchaseDate <= '2016-12-31' THEN 1 ELSE 0 END) AS REAL) / COUNT(T2.BrandID) AS purchase FROM rootbeerbrand AS T1 INNER JOIN rootbeer AS T2 ON T1.BrandID = T2.BrandID WHERE T1.BreweryName = 'Dr Pepper Snapple Group' GROUP BY T2.BrandID","The wording of the question does not state what the percentage should be relative to.  It could equally be interpreted as “each brand’s share of Dr Pepper Snapple Group purchases during 2014-2016”.  Because more than one reasonable interpretation exists, the question is ambiguous even though the chosen query is consistent with one of them.",,,,,,,,,,,,,,,,,,,,,
5290,Yuxuan,Tengjun,beer_factory,"Among the transactions, what percentage is done by using a visa card?","visa card refers to CreditCardType = 'Visa'; percentage = MULTIPLY(DIVIDE(SUM(CreditCardType = 'Visa'), COUNT(TransactionID)), 1.0);",SELECT CAST(COUNT(CASE WHEN CreditCardType = 'Visa' THEN TransactionID ELSE NULL END) AS REAL) * 100 / COUNT(TransactionID) FROM `transaction`,,,,correct,,,,,,,,,,,,,,,,,,,,,
5298,Yuxuan,Tengjun,beer_factory,Which root beers got the most five stars in 2012? Give the brand names of these beers.,most five stars refers to MAX(COUNT(StarRating = 5)); in 2012 refers to FirstBrewedYear = 2012;,"SELECT T3.BrandName FROM rootbeer AS T1 INNER JOIN rootbeerreview AS T2 ON T1.BrandID = T2.BrandID INNER JOIN rootbeerbrand AS T3 ON T1.BrandID = T3.BrandID WHERE T2.StarRating = 5 AND strftime('%Y', T2.ReviewDate) = '2012' GROUP BY T1.BrandID HAVING COUNT(DISTINCT CustomerID) = (SELECT MAX(FiveStarCount) FROM (SELECT T1.BrandID, COUNT(DISTINCT T2.CustomerID) AS FiveStarCount FROM rootbeer AS T1 INNER JOIN rootbeerreview AS T2 ON T1.BrandID = T2.BrandID WHERE T2.StarRating = 5 AND strftime('%Y', T2.ReviewDate) = '2012' GROUP BY T1.BrandID) AS FiveStarCounts);",Which root beer got the most five stars in 2012? Give the brand name of this beer.,,"SELECT T3.BrandName FROM rootbeer AS T1 INNER JOIN rootbeerreview AS T2 ON T1.BrandID = T2.BrandID INNER JOIN rootbeerbrand AS T3 ON T1.BrandID = T3.BrandID WHERE T2.StarRating = 5 AND strftime('%Y', T2.ReviewDate) = '2012' GROUP BY T1.BrandID ORDER BY COUNT(T2.BrandID) DESC LIMIT 1",The original query does not handle duplicates and ties.,"ties, duplicates",,,,,,,,,,,,,,,,,,,,
5324,Yuxuan,Tengjun,beer_factory,Give me the brewery and brand names of canned root beer that were purchased before 6/6/2015.,canned root beer refers to ContainerType = 'Can'; purchased before 6/6/2015 refers to PurchaseDate < '2015-06-06';,"SELECT DISTINCT T2.BreweryName, T2.BrandName FROM rootbeer AS T1 INNER JOIN rootbeerbrand AS T2 ON T1.BrandID = T2.BrandID WHERE T1.PurchaseDate < '2015-06-06' AND T1.ContainerType = 'Can'",,,,correct,,,,,,,,,,,,,,,,,,,,,
5327,Yuxuan,Yoojin,beer_factory,What is the average star rating given by female customers to brand ID 10018 from 1/25/2013 to 3/10/2015?,average star rating = AVG(StarRating); female customers refers to Gender = 'F; from 1/25/2015 to 3/10/2015 refers to ReviewDate BETWEEN '2015-01-25' AND '2015-03-10';,SELECT AVG(T2.StarRating) FROM customers AS T1 INNER JOIN rootbeerreview AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.BrandID = 10018 AND T1.Gender = 'F' AND T2.ReviewDate BETWEEN '2013-01-25' AND '2015-03-10',What is the average star rating given by female customers to brand ID 10018 from 1/25/2015 to 3/10/2015?,,,"The original SQL starts the date range at 2013-01-25 instead of 2015-01-25, so it includes two extra years of reviews and returns an incorrect average. However, the data has no records for the year of 2015. Therefore, we changed the question to match the query.",,NULL,corrected,,,,,,,,,,,,,,,,,,
5340,Yuxuan,Tengjun,beer_factory,How many transactions have been made to purchase a root beer brand from California?,California refers to State = 'CA';,SELECT COUNT(T3.RootBeerID) FROM rootbeerbrand AS T1 INNER JOIN rootbeer AS T2 ON T1.BrandID = T2.BrandID INNER JOIN `transaction` AS T3 ON T2.RootBeerID = T3.RootBeerID WHERE T1.State = 'CA',,,,correct,,,,,,,,,,,,,,,,,,,,,
5376,Yuxuan,Tengjun,sales,List down product ids that were purchased by customers called Abby.,,SELECT DISTINCT T1.ProductID FROM Sales AS T1 INNER JOIN Customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.FirstName = 'Abby',,,,correct,,,,,,,,,,,,,,,,,,,,,
5384,Yuxuan,Yoojin (response),sales,"Among customers with the last name of Alvarez, who purchased the highest quantity? Report the customer id.",highest quantity refers to MAX(Quantity);,"SELECT c.CustomerID FROM Customers AS c JOIN Sales AS s ON c.CustomerID = s.CustomerID WHERE c.LastName = 'Alvarez' GROUP BY c.CustomerID HAVING SUM(s.Quantity) = (SELECT MAX(total_quantity) FROM (SELECT c2.CustomerID, SUM(s2.Quantity) AS total_quantity FROM Customers AS c2 JOIN Sales AS s2 ON c2.CustomerID = s2.CustomerID WHERE c2.LastName = 'Alvarez' GROUP BY c2.CustomerID) AS subquery);","Among customers with the last name of Valdez, who purchased the highest quantity?",,SELECT T1.FirstName FROM Customers AS T1 INNER JOIN Sales AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.LastName = 'Valdez' ORDER BY T2.Quantity DESC LIMIT 1,"The original query ranks individual sales rows by Quantity and returns the first name from the top row. It therefore compares single‐row quantities, not each Valdez customer’s total purchased quantity. If one customer has several medium-size orders their combined total could exceed another customer’s single large order, yet the query would still choose the latter. The query also returns only FirstName, which is not sufficient identification. Hence it does not correctly answer the question. In addition, the original question produce an empty result set. Therefore, we changed the filter condition in the question.",,empty,corrected,correct SQL: SELECT c.CustomerID FROM ... / no need to consider ties? (although there's none in the current db),corrected SQL; modified DB: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/db_modification/5384.sql,,,,,,,,,,,,,,,,
5427,Yuxuan,Tengjun,sales,"How many of the employees have the last name ""Ringer"" ?",,SELECT COUNT(LastName) FROM Employees WHERE LastName = 'Ringer',,,,correct,,,,,,,,,,,,,,,,,,,,,
5436,Yuxuan,Tengjun,sales,"Among products bought by Kathryn Deng, what are the names of the products with the highest quantity?",highest quantity refers to MAX(Quantity);,"SELECT p.`Name` FROM `Products`  AS p JOIN `Sales`     AS s ON s.`ProductID`  = p.`ProductID` JOIN `Customers` AS c ON c.`CustomerID` = s.`CustomerID` WHERE c.`FirstName` = 'Kathryn' AND c.`LastName`  = 'Deng' GROUP BY p.`ProductID`, p.`Name` HAVING SUM(s.`Quantity`) = (SELECT MAX(TotalQuantity) FROM (SELECT p2.`ProductID`, SUM(s2.`Quantity`) AS TotalQuantity FROM `Products` AS p2 JOIN `Sales` AS s2 ON s2.`ProductID` = p2.`ProductID` JOIN `Customers` AS c2 ON c2.`CustomerID` = s2.`CustomerID` WHERE c2.`FirstName` = 'Kathryn' AND c2.`LastName` = 'Deng' GROUP BY p2.`ProductID`) AS ProductQuantities);","Among products bought by Kathryn Ashe, what is the name of the product with the highest quantity?",,SELECT T1.Name FROM Products AS T1 INNER JOIN Sales AS T2 ON T1.ProductID = T2.ProductID INNER JOIN Customers AS T3 ON T2.CustomerID = T3.CustomerID WHERE T3.FirstName = 'Kathryn' AND T3.LastName = 'Ashe' ORDER BY T2.Quantity DESC LIMIT 1,"The annotated query filters sales made by customer Kathryn Ashe and orders the matching sales rows by the single‐row `Quantity` value, returning the product from the largest individual sale. The question, however, asks for the product with the highest overall quantity purchased by Kathryn Ashe, which requires aggregating (`SUM`) the quantities per product and then choosing the maximum among those totals. Kathryn Ashe does not have any purchase record, making the question trivial","ties, wrong ranking criteria",,,,,,,,,,,,,,,,,,,,
5438,Yuxuan,Tengjun,sales,What is the price and name of the product bought by Erica Lu?,,"SELECT DISTINCT T3.Price, T3.Name FROM Sales AS T1 INNER JOIN Customers AS T2 ON T1.CustomerID = T2.CustomerID INNER JOIN Products AS T3 ON T1.ProductID = T3.ProductID WHERE T2.FirstName = 'Erica' AND T2.LastName = 'Lu'",What is the price and name of the product bought by Erica Xu?,,"SELECT T3.Price, T3.Name FROM Sales AS T1 INNER JOIN Customers AS T2 ON T1.CustomerID = T2.CustomerID INNER JOIN Products AS T3 ON T1.ProductID = T3.ProductID WHERE T2.FirstName = 'Erica' AND T2.LastName = 'Xu'","The original query does not deduplicate purchasing record, over-listing the required info. Erica Xu has no purchasing record, making the question trivial to answer",,,,,,,,,,,,,,,,,,,,,
5466,Yuxuan,Tengjun,sales,"Of the employees who sold Blade, who has the most amount of sales? Report his or her full name.","Blade' is name of product; most amount of sales refers to MAX(MULTIPLY(Quantity, Price));","SELECT e.FirstName, e.MiddleInitial, e.LastName FROM Employees AS e JOIN Sales AS s ON e.EmployeeID = s.SalesPersonID JOIN Products AS p ON s.ProductID = p.ProductID WHERE p.Name = 'Blade' GROUP BY e.EmployeeID ORDER BY SUM(s.Quantity * p.Price) DESC LIMIT 1","Of the employees who sold Blade, who has the most amount of sales?",,"SELECT T1.FirstName, T1.MiddleInitial, T1.LastName FROM Employees AS T1 INNER JOIN Sales AS T2 ON T1.EmployeeID = T2.SalesPersonID INNER JOIN Products AS T3 ON T2.ProductID = T3.ProductID ORDER BY T2.Quantity * T3.Price DESC LIMIT 1","The original query does not restrict to the product “Blade” and does not aggregate sales per employee; it only orders by the amount of a single sale row, so it can return the wrong employee.",,,,,,,,,,,,,,,,,,,,,
5473,Yuxuan,Tengjun,menu,"How many menus with the name ""Waldorf Astoria"" have 4 pages?",4 pages refers to page_count = 4;,SELECT COUNT(*) FROM Menu WHERE name = 'Waldorf Astoria' AND page_count = 4,,,,correct,,,,,,,,,,,,,,,,,,,,,
5479,Yuxuan,Tengjun,menu,"Among the menus in which the dish ""Clear green turtle"" had appeared, how many of them used the dollar as their currency?",Clear green turtle is a name of dish; dollar as currency refers to currency = 'Dollars';,SELECT SUM(CASE WHEN T3.currency = 'Dollars' THEN 1 ELSE 0 END) FROM MenuItem AS T1 INNER JOIN MenuPage AS T2 ON T1.menu_page_id = T2.id INNER JOIN Menu AS T3 ON T2.menu_id = T3.id INNER JOIN Dish AS T4 ON T1.dish_id = T4.id WHERE T4.name = 'Clear green turtle',,,,correct,,,,,,,,,,,,,,,,,,,,,
5485,Yuxuan,Tengjun,menu,"Please list the IDs of the menus that are DIYs of the restaurant and have the dish ""Clear green turtle"".",IDs of the menus refers to menu_id; menus that are DIYs of the restaurant refers to sponsor is null; Clear green turtle is a name of dish;,SELECT T2.menu_id FROM MenuItem AS T1 INNER JOIN MenuPage AS T2 ON T1.menu_page_id = T2.id INNER JOIN Menu AS T3 ON T2.menu_id = T3.id INNER JOIN Dish AS T4 ON T1.dish_id = T4.id WHERE T4.name = 'Clear green turtle' AND T3.sponsor IS NULL,,,,correct,,,,,,,,,,,,,,,,,,,,,
5507,Yuxuan,Yoojin,menu,Please describe the menu sponsored by Noviomagus physically.,describe the menu physically refers to physical_description; sponsored by Noviomagus refers to sponsor LIKE 'Noviomagus';,SELECT physical_description FROM Menu WHERE sponsor LIKE 'Noviomagus',,describe the menu physically refers to physical_description; sponsored by Noviomagus refers to sponsor = 'Noviomagus';,SELECT physical_description FROM Menu WHERE sponsor = 'Noviomagus',The original query and evidence leads to an empty result set. We should use LIKE to make the filter case-insensitive.,,empty,corrected,,,,,,,,,,,,,,,,,,
5508,Yuxuan,Yoojin,menu,What is the occasion for menu with ID 12463?,,SELECT occasion FROM Menu WHERE id = 12463,,FALSE;,,the evidence is meaningless.,,evidence?,corrected,,,,,,,,,,,,,,,,,,
5509,Yuxuan,Tengjun,menu,List down the distinct locations of all menus sponsored by Norddeutscher Lloyd Bremen.,sponsored by Norddeutscher Lloyd Bremen refers to sponsor = 'Norddeutscher Lloyd Bremen';,SELECT DISTINCT location FROM Menu WHERE sponsor = 'Norddeutscher Lloyd Bremen',List down the locations of menu sponsored by Norddeutscher Lloyd Bremen.,,SELECT location FROM Menu WHERE sponsor = 'Norddeutscher Lloyd Bremen',"The original query returns one row per menu. A quick check shows 125 such menus but only 2 distinct values in `location`, so the result contains many duplicates and does not provide the concise list the wording implies.",,,,,,,,,,,,,,,,,,,,,
5517,Yuxuan,Yoojin (response),menu,List down the distinct page numbers for menu with dishes on the right upper corner.,on the right upper corner refers to xpos > 0.75 AND ypos < 0.25;,SELECT DISTINCT T2.page_number FROM Menu AS T1 INNER JOIN MenuPage AS T2 ON T1.id = T2.menu_id INNER JOIN MenuItem AS T3 ON T2.id = T3.menu_page_id WHERE T3.xpos > 0.75 AND T3.ypos < 0.25,List down the page numbers for menu with dishes on the right upper corner.,,SELECT T2.page_number FROM Menu AS T1 INNER JOIN MenuPage AS T2 ON T1.id = T2.menu_id INNER JOIN MenuItem AS T3 ON T2.id = T3.menu_page_id WHERE T3.xpos > 0.75 AND T3.ypos < 0.25,"The original query outputs one row for every qualifying MenuItem, therefore the same page number appears many times (e.g., page 1 more than 2,400 times).",,"distinct not needed, maybe add another output column menu_id?",corrected,"output includes NULL, is this ok?","fixed grading, see question 586",,,,,,,,,,,,,,,,
5520,Yuxuan,Tengjun,menu,What is the highest price of the regular prices of dishes with menu item ID 1 to 5?,highest price refers to MAX(price); menu item ID 1 to 5 refers to MenuItem.id BETWEEN 1 AND 5;,SELECT T2.price FROM Dish AS T1 INNER JOIN MenuItem AS T2 ON T1.id = T2.dish_id WHERE T2.id BETWEEN 1 AND 5 ORDER BY T2.price DESC LIMIT 1,What is the highest price of dishes with menu item ID 1 to 5?,,,"The question asks for the “highest price” for menu-item IDs 1-5, but the database has three different price fields that could satisfy that wording: MenuItem.price, MenuItem.high_price, and Dish.highest_price.",,,,,,,,,,,,,,,,,,,,,
5523,Yuxuan,Tengjun,menu,Calculate the total price of items for menu with ID 12882.,total price = SUM(price);,SELECT SUM(T2.price) FROM MenuPage AS T1 INNER JOIN MenuItem AS T2 ON T1.id = T2.menu_page_id WHERE T1.menu_id = 12882,,,,correct,,,,,,,,,,,,,,,,,,,,,
5527,Yuxuan,Yoojin (response),menu,Write down the ids of the top ten menus with the highest dish count.,highest dish count refers to MAX(dish_count);,SELECT id FROM Menu ORDER BY dish_count DESC LIMIT 10,Write down the top ten menus with the highest dish count.,,SELECT name FROM Menu GROUP BY name ORDER BY dish_count DESC LIMIT 10,It's unclear which fields should be returned based on the question.,,"better to return id as it is a primamry key, not accurate when group by name",corrected,"current SQL can return more than 10 menus, which is the case for the updated database. I think it should be SELECT id FROM Menu ORDER BY dish_count DESC LIMIT 10; and correctness should be handled in the grading (same problem as 4273)",corrected SQL;  modified DB: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/db_modification/5527.sql,corrected query,,,,,,,,,,,,,,,
5531,Yuxuan,Yoojin (response),menu,How many dishes have appeared on the menu for less than 5 years?,"appeared on the menu in less than 5 years = SUBTRACT(last_appeared, first_appeared) + 1 < 5;",SELECT COUNT(*) FROM `Dish` WHERE `last_appeared` - `first_appeared` + 1 < 5 AND last_appeared >= 1851 AND last_appeared <= 2012 AND first_appeared >= 1851 AND first_appeared <= 2012;,,"appeared on the menu in less than 5 years = SUBTRACT(last_appeared, first_appeared) < 5;",SELECT COUNT(*) FROM Dish AS T1 INNER JOIN MenuItem AS T2 ON T1.id = T2.dish_id WHERE T1.last_appeared - T1.first_appeared < 5,"The original query joins Dish with MenuItem and then performs COUNT(*). Because many dishes appear in MenuItem multiple times, the join multiplies rows and inflates the count (542 281 vs. the correct 390 775, as verified with test queries). The join is unnecessary and the absence of DISTINCT makes the result incorrect. In addition, any values in the first_appeared and last_appeared that are outside of the range [1851, 2012] are invalid, which should be excluded from the selection.","duplicates, wrong or missing predicates","exclude 0, see schema",corrected,"I think it's better to use SUBTRACT(last_appeared, first_appeared) + 1 < 5 for training purpose cause it's more explicit, although it's mathematically identical",corrected evidence and SQL,corrected question and evidence,,,,,,,,,,,,,,,
